Date,TATA POWER,GOLD,PETROL,CURRENCY
2017-03-07,83.0,32.97999954223633,82.5199966430664,66.66470336914062
2017-03-08,82.0999984741211,32.88999938964844,81.02999877929688,66.61620330810547
2017-03-09,82.19999694824219,32.599998474121094,81.66999816894531,66.76499938964844
2017-03-10,81.94999694824219,32.939998626708984,81.61000061035156,66.68049621582031
2017-03-14,83.6500015258789,32.400001525878906,80.98999786376953,66.17009735107422
2017-03-15,85.05000305175781,34.099998474121094,82.0,65.77510070800781
2017-03-16,86.19999694824219,32.810001373291016,82.06999969482422,65.62049865722656
2017-03-17,86.3499984741211,32.84000015258789,82.0,65.40450286865234
2017-03-20,87.1500015258789,33.560001373291016,82.0,65.46810150146484
2017-03-21,87.6500015258789,34.029998779296875,81.83000183105469,65.33529663085938
2017-03-22,86.94999694824219,33.84000015258789,81.76000213623047,65.49500274658203
2017-03-23,87.0999984741211,33.619998931884766,81.86000061035156,65.36499786376953
2017-03-24,86.55000305175781,33.47999954223633,81.2300033569336,65.44439697265625
2017-03-27,87.30000305175781,33.90999984741211,81.25,65.39309692382812
2017-03-28,88.80000305175781,33.0,81.83999633789062,65.04499816894531
2017-03-29,90.0,33.189998626708984,82.0199966430664,65.11000061035156
2017-03-30,89.9000015258789,32.93000030517578,83.69999694824219,64.77999877929688
2017-03-31,90.3499984741211,32.959999084472656,82.01000213623047,64.79000091552734
2017-04-03,89.19999694824219,33.88999938964844,82.06999969482422,64.79669952392578
